row_id,subject_id,subject,profession_en,profession_tr,birthplace_en,birthplace_tr,residence_en,residence_tr,field_of_study_en,field_of_study_tr,works_in_industry_en,works_in_industry_tr,name_type,name_rarity_bucket,popularity_rank,popularity_bucket,profession_frequency_bucket,birthplace_frequency_bucket,residence_frequency_bucket,field_of_study_frequency_bucket,works_in_industry_frequency_bucket,branch_group
R01202,S01202,Levent Gedikli,Chemist,Kimyager,Miami,Miami,Las Vegas,Las Vegas,ecology,ekoloji,electrical,elektrik,turkish_like,medium,2402,low,low,low,low,low,low,B
R01203,S01203,Mehmet Akyol,Fisherman,Balıkçı,Tekirdag,Tekirdağ,Samsun,Samsun,pharmacy,ilaç,logistics,lojistik,turkish_like,common,4422,low,low,low,low,low,low,A
R01204,S01204,Deniz Kızmazoğlu,Archaeologist,Arkeolog,St. Louis,St. Louis,Miami,Miami,software,programlama,gaming,oyun,turkish_like,common,4618,low,low,low,low,low,low,A
R01205,S01205,Prissie Schneider,Physiotherapist,Fizyoterapist,Kahramanmaras,Kahramanmaraş,Ankara,Ankara,psychology,psikoloji,catering,yemek,english_like,medium,466,high,high,medium,medium,high,high,B
R01206,S01206,Funda Işık,Comedian,Komedyen,Jersey City,Jersey City,Ordu,Ordu,linguistics,dilbilim,insurance,sigorta,turkish_like,common,980,medium,medium,low,low,medium,medium,B
R01207,S01207,Malvina Park,Television presenter,Televizyon sunucusu,Istanbul,İstanbul,Izmir,İzmir,philosophy,felsefe,catering,yemek,english_like,medium,385,high,high,medium,medium,high,high,A
R01208,S01208,Vitoria Cox,Pastry chef,Pastacı,Austin,Austin,Detroit,Detroit,electricity,elektrik,research,bilim,english_like,medium,3199,low,low,low,low,low,low,B
R01209,S01209,Bahattin Başkan,Nurse,Hemşire,Stockton,Stockton,Tekirdag,Tekirdağ,computing,bilişim,entertainment,eğlence,turkish_like,common,812,medium,medium,low,low,medium,medium,A
R01210,S01210,İpek Kesim,Chemist,Kimyager,Ankara,Ankara,Mardin,Mardin,law,hukuk,accounting,muhasebe,turkish_like,common,2438,low,low,low,low,low,low,A
R01211,S01211,Taylan Siğa,Veterinarian,Veteriner,Antalya,Antalya,Los Angeles,Los Angeles,physics,fizik,electrical,elektrik,turkish_like,common,1799,medium,medium,low,low,medium,medium,B
R01212,S01212,Binny Merrill,Emergency medical technician,Acil tıp teknisyeni,Konya,Konya,Ordu,Ordu,politics,siyaset,logistics,lojistik,english_like,medium,3522,low,low,low,low,low,low,A
R01213,S01213,Lynnell Heller,Diplomat,Diplomat,Raleigh,Raleigh,Durham,Durham,ecology,ekoloji,energy,enerji,english_like,rare,1809,medium,medium,low,low,medium,medium,A
R01214,S01214,Meg Wesley,Soldier,Asker,Charlotte,Charlotte,Baltimore,Baltimore,biology,biyoloji,retail,perakende,english_like,rare,4321,low,low,low,low,low,low,A
R01215,S01215,Desiree Potter,Dancer,Dansçı,Winston-Salem,Winston-Salem,Ankara,Ankara,diplomacy,diplomasi,media,medya,english_like,common,1145,medium,medium,low,low,medium,medium,B
R01216,S01216,Mae Kim,Marketing specialist,Pazarlama uzmanı,Bursa,Bursa,Seattle,Seattle,linguistics,dilbilim,gaming,oyun,english_like,medium,1467,medium,medium,low,low,medium,medium,A
R01217,S01217,Latife Eroğlu,Marketing specialist,Pazarlama uzmanı,Hatay,Hatay,Diyarbakir,Diyarbakır,tourism,turizm,airlines,uçuş,turkish_like,common,2301,low,low,low,low,low,low,B
R01218,S01218,Prissie Stone,Dentist,Diş hekimi,Istanbul,İstanbul,Kocaeli,Kocaeli,animal care,hayvan,academia,akademi,english_like,medium,2441,low,low,low,low,low,low,B
R01219,S01219,Maggi Dorsey,Basketball player,Basketbolcu,Indianapolis,Indianapolis,New York,New York,social care,bakım,security,güvenlik,english_like,medium,596,medium,medium,low,low,medium,medium,A
R01220,S01220,Channa Gregory,Massage therapist,Masaj terapisti,Sanliurfa,Şanlıurfa,Ankara,Ankara,geography,coğrafya,consulting,strateji,english_like,common,4875,low,low,low,low,low,low,A
R01221,S01221,Mücadiye Aslankara,Geologist,Jeolog,Philadelphia,Philadelphia,Fort Worth,Fort Worth,music,müzik,arts,sanat,turkish_like,medium,3736,low,low,low,low,low,low,A
R01222,S01222,İlyas Yurtdaş,Archivist,Arşivci,San Antonio,San Antonio,Tulsa,Tulsa,marketing,pazarlama,software,teknoloji,turkish_like,rare,4678,low,low,low,low,low,low,B
R01223,S01223,Cornela Turner,Babysitter,Çocuk bakıcısı,Sanliurfa,Şanlıurfa,Izmir,İzmir,archaeology,arkeoloji,fabrication,imalat,english_like,common,3902,low,low,low,low,low,low,B
R01224,S01224,Deniz Kuyucu,Musician,Müzisyen,Kansas City,Kansas City,Indianapolis,Indianapolis,music,müzik,construction,inşaat,turkish_like,common,289,high,high,medium,medium,high,high,A
R01225,S01225,Susanna Lang,Comedian,Komedyen,Arlington,Arlington,Istanbul,İstanbul,law,hukuk,maritime,deniz,english_like,rare,995,medium,medium,low,low,medium,medium,B
R01226,S01226,İsmail Lağarlı,Management consultant,Yönetim danışmanı,Colorado Springs,Colorado Springs,Charlotte,Charlotte,literature,edebiyat,farming,tarım,turkish_like,common,4309,low,low,low,low,low,low,A
R01227,S01227,Kalender Hiçdurmaz,Fashion stylist,Moda stilisti,Mersin,Mersin,Sanliurfa,Şanlıurfa,anthropology,antropoloji,timber,orman,turkish_like,medium,1913,medium,medium,low,low,medium,medium,B
R01228,S01228,Doralynne Oneill,Fisherman,Balıkçı,Jersey City,Jersey City,St. Louis,St. Louis,dental studies,diş,groceries,gıda,english_like,medium,3327,low,low,low,low,low,low,A
R01229,S01229,Charleen Morse,Elderly care worker,Yaşlı bakım görevlisi,Istanbul,İstanbul,Mardin,Mardin,statistics,istatistik,waste,atık,english_like,medium,4918,low,low,low,low,low,low,A
R01230,S01230,Nafiz Akpınar,Waiter,Garson,Ankara,Ankara,Diyarbakir,Diyarbakır,chemistry,kimya,law,hukuk,turkish_like,medium,4383,low,low,low,low,low,low,B
R01231,S01231,Birsen Karaman,Hotel manager,Otel müdürü,Sanliurfa,Şanlıurfa,Chicago,Chicago,diplomacy,diplomasi,property,emlak,turkish_like,common,1738,medium,medium,low,low,medium,medium,A
R01232,S01232,Sultan Avcıoğlu,Veterinarian,Veteriner,Reno,Reno,Austin,Austin,nursing,hemşirelik,fashion,moda,turkish_like,common,1691,medium,medium,low,low,medium,medium,B
R01233,S01233,Ashien Gates,University professor,Üniversite profesörü,Ordu,Ordu,Gaziantep,Gaziantep,pharmacy,ilaç,biotech,biyoloji,english_like,common,1472,medium,medium,low,low,medium,medium,A
R01234,S01234,Ozan Koca,Footballer,Futbolcu,Mersin,Mersin,Konya,Konya,cultural analysis,sosyal,farming,tarım,turkish_like,rare,38,high,high,medium,medium,high,high,B
R01235,S01235,Simge Sever,Entrepreneur,Girişimci,Sacramento,Sacramento,Winston-Salem,Winston-Salem,agriculture,tarım,fabrication,imalat,turkish_like,common,1126,medium,medium,low,low,medium,medium,A
R01236,S01236,Korhan Şengüleroğlu,Architect,Mimar,Minneapolis,Minneapolis,San Bernardino,San Bernardino,literature,edebiyat,tourism,turizm,turkish_like,rare,1304,medium,medium,low,low,medium,medium,B
R01237,S01237,Bari Aaron,Optician,Optisyen,Boise City,Boise City,Irving,Irving,computing,bilişim,infrastructure,altyapı,english_like,medium,4461,low,low,low,low,low,low,B
R01238,S01238,Leziz Servet,Waiter,Garson,Baltimore,Baltimore,New York,New York,forestry,ormanlar,automotive,otomotiv,turkish_like,medium,3601,low,low,low,low,low,low,B
R01239,S01239,Christalle Gallegos,Editor,Editör,Las Vegas,Las Vegas,Chicago,Chicago,architecture,mimarlık,chemicals,kimya,english_like,common,4768,low,low,low,low,low,low,A
R01240,S01240,Ufuk Hassan,Academic,Akademisyen,Antalya,Antalya,Van,Van,business,işletme,hotels,otel,turkish_like,medium,3845,low,low,low,low,low,low,B
R01241,S01241,Volkan Gerdan,Bus driver,Otobüs şoförü,Albuquerque,Albuquerque,Fort Wayne,Fort Wayne,quantitative methods,matematik,welfare,refah,turkish_like,common,3815,low,low,low,low,low,low,B
R01242,S01242,Diana Sürüm,Environmental engineer,Çevre mühendisi,Istanbul,İstanbul,Izmir,İzmir,teaching,didaktik,research,bilim,turkish_like,common,3870,low,low,low,low,low,low,B
R01243,S01243,Süheyla Temiz,Farmer,Çiftçi,Mersin,Mersin,Adana,Adana,mechanics,mekanik,engineering,teknik,turkish_like,medium,4500,low,low,low,low,low,low,A
R01244,S01244,Abdulkadir Haşimoğlu,Baker,Fırıncı,Aydin,Aydın,Ankara,Ankara,film studies,sinema,timber,orman,turkish_like,rare,4588,low,low,low,low,low,low,A
R01245,S01245,Bengü Fakıoğlu,Hairdresser,Kuaför,Mersin,Mersin,Kahramanmaras,Kahramanmaraş,forestry,ormanlar,recreation,egzersiz,turkish_like,common,3804,low,low,low,low,low,low,A
R01246,S01246,Charmion Holman,Ship captain,Gemi kaptanı,Sakarya,Sakarya,Kahramanmaras,Kahramanmaraş,architecture,mimarlık,healthcare,tıp,english_like,medium,4106,low,low,low,low,low,low,B
R01247,S01247,Caryn Perry,Urban planner,Şehir plancısı,Konya,Konya,Istanbul,İstanbul,quantitative methods,matematik,waste,atık,english_like,common,3720,low,low,low,low,low,low,A
R01248,S01248,Simge Akıncı,Sports commentator,Spor yorumcusu,Istanbul,İstanbul,Samsun,Samsun,physics,fizik,infrastructure,altyapı,turkish_like,common,1258,medium,medium,low,low,medium,medium,B
R01249,S01249,Şükrü Yıldız,Web designer,Web tasarımcısı,Sacramento,Sacramento,Albuquerque,Albuquerque,animal care,hayvan,books,yayın,turkish_like,common,3573,low,low,low,low,low,low,B
R01250,S01250,Emel Yeniçeri,Travel agent,Seyahat acentesi danışmanı,Miami,Miami,Gaziantep,Gaziantep,electricity,elektrik,trade,ticaret,turkish_like,medium,1945,medium,medium,low,low,medium,medium,A
R01251,S01251,Erdem Uslubaş,Actuary,Aktüer,New Orleans,New Orleans,Istanbul,İstanbul,medicine,tıp,advertising,reklam,turkish_like,rare,3309,low,low,low,low,low,low,A
R01252,S01252,Ziya Korkut,Soldier,Asker,Istanbul,İstanbul,New York,New York,media studies,basın,fashion,moda,turkish_like,rare,2029,low,low,low,low,low,low,A
R01253,S01253,Emced Ulu,Finance specialist,Finans uzmanı,Nashville-Davidson,Nashville-Davidson,Atlanta,Atlanta,construction,inşaat,tourism,turizm,turkish_like,medium,3529,low,low,low,low,low,low,A
R01254,S01254,Marybelle Bacon,Chemist,Kimyager,Irvine,Irvine,Jacksonville,Jacksonville,philosophy,felsefe,hotels,otel,english_like,medium,2754,low,low,low,low,low,low,A
R01255,S01255,Çetin Baygeldi,Store manager,Mağaza müdürü,Jersey City,Jersey City,Virginia Beach,Virginia Beach,accounting,muhasebe,textiles,tekstil,turkish_like,common,4608,low,low,low,low,low,low,A
R01256,S01256,Mindy Sexton,Pharmacist,Eczacı,Antalya,Antalya,Kocaeli,Kocaeli,psychology,psikoloji,media,medya,english_like,medium,1369,medium,medium,low,low,medium,medium,A
R01257,S01257,Mollee Whittaker,Bricklayer,Duvar ustası,Mersin,Mersin,Antalya,Antalya,chemistry,kimya,welfare,refah,english_like,rare,4150,low,low,low,low,low,low,A
R01258,S01258,Billie Castro,Fashion designer,Moda tasarımcısı,Manisa,Manisa,Tekirdag,Tekirdağ,data analytics,veri bilimi,retail,perakende,english_like,common,341,high,high,medium,medium,high,high,B
R01259,S01259,Melia Yurtlu,Entrepreneur,Girişimci,Hatay,Hatay,Sanliurfa,Şanlıurfa,logistics,lojistik,arts,sanat,turkish_like,medium,436,high,high,medium,medium,high,high,B
R01260,S01260,Irazca Özmen,Lawyer,Avukat,Tekirdag,Tekirdağ,Izmir,İzmir,accounting,muhasebe,groceries,gıda,turkish_like,common,346,high,high,medium,medium,high,high,A
R01261,S01261,Fulya Keklikçioğlu,Courier,Kurye,Irving,Irving,Chesapeake,Chesapeake,agriculture,tarım,architecture,mimarlık,turkish_like,medium,3341,low,low,low,low,low,low,B
R01262,S01262,Carrissa Moses,Dietitian,Diyetisyen,Wichita,Wichita,Manisa,Manisa,film studies,sinema,law,hukuk,english_like,common,1623,medium,medium,low,low,medium,medium,A
R01263,S01263,Aytaç Bak,Football manager,Futbol teknik direktörü,Istanbul,İstanbul,Adana,Adana,medicine,tıp,banking,finans,turkish_like,rare,911,medium,medium,low,low,medium,medium,B
R01264,S01264,Aryn Miles,Archaeologist,Arkeolog,North Las Vegas,North Las Vegas,Glendale,Glendale,governance,kamu,insurance,sigorta,english_like,common,3536,low,low,low,low,low,low,B
R01265,S01265,Fatma Örenç,Anthropologist,Antropolog,Antalya,Antalya,Istanbul,İstanbul,history,tarih,railways,demiryolu,turkish_like,medium,4221,low,low,low,low,low,low,A
R01266,S01266,Sevil Çınkır,Fashion stylist,Moda stilisti,Mugla,Muğla,Ankara,Ankara,social care,bakım,construction,inşaat,turkish_like,common,3045,low,low,low,low,low,low,A
R01267,S01267,Leonore Daniels,Content creator,İçerik üreticisi,Adana,Adana,Samsun,Samsun,construction,inşaat,space,uzay,english_like,medium,1048,medium,medium,low,low,medium,medium,B
R01268,S01268,Aysun Sayın,Pilates instructor,Pilates eğitmeni,Denver,Denver,Garland,Garland,exercise science,hareket,pharmaceuticals,ilaç,turkish_like,common,4729,low,low,low,low,low,low,A
R01269,S01269,Cevahir Yeral,Mechanical engineer,Makine mühendisi,Mesa,Mesa,Baltimore,Baltimore,mechanics,mekanik,railways,demiryolu,turkish_like,rare,1041,medium,medium,low,low,medium,medium,B
R01270,S01270,Miray Selvi,Lawyer,Avukat,Phoenix,Phoenix,Dallas,Dallas,marketing,pazarlama,textiles,tekstil,turkish_like,common,1178,medium,medium,low,low,medium,medium,B
R01271,S01271,Desiri Witherspoon,Sales representative,Satış temsilcisi,Anaheim,Anaheim,Izmir,İzmir,archaeology,arkeoloji,advertising,reklam,english_like,rare,2119,low,low,low,low,low,low,B
R01272,S01272,Clari Stubbs,Comedian,Komedyen,San Diego,San Diego,Los Angeles,Los Angeles,tourism,turizm,biotech,biyoloji,english_like,medium,297,high,high,medium,medium,high,high,B
R01273,S01273,Babara Hill,Tattoo artist,Dövme sanatçısı,Istanbul,İstanbul,Columbus,Columbus,software,programlama,accounting,muhasebe,english_like,common,1818,medium,medium,low,low,medium,medium,A
R01274,S01274,Yücel Akkoyun,Cybersecurity specialist,Siber güvenlik uzmanı,Sakarya,Sakarya,Aydin,Aydın,media studies,basın,communications,telekom,turkish_like,medium,2659,low,low,low,low,low,low,B
R01275,S01275,Lilas Mcrae,Translator,Çevirmen,Ankara,Ankara,San Bernardino,San Bernardino,design,dizayn,extraction,maden,english_like,rare,2439,low,low,low,low,low,low,B
R01276,S01276,Diandra Crews,Footballer,Futbolcu,Philadelphia,Philadelphia,Boston,Boston,exercise science,hareket,engineering,teknik,english_like,medium,19,high,high,medium,medium,high,high,A
R01277,S01277,Coleen Reese,Content creator,İçerik üreticisi,Eskisehir,Eskişehir,Riverside,Riverside,teaching,didaktik,recreation,egzersiz,english_like,common,1478,medium,medium,low,low,medium,medium,B
R01278,S01278,Bebe Bower,Basketball player,Basketbolcu,Bursa,Bursa,Malatya,Malatya,theatre,tiyatro,architecture,mimarlık,english_like,medium,141,high,high,medium,medium,high,high,B
R01279,S01279,Duran Sulhan,Tennis player,Tenisçi,Seattle,Seattle,Jacksonville,Jacksonville,statistics,istatistik,energy,enerji,turkish_like,medium,2539,low,low,low,low,low,low,B
R01280,S01280,Ural Fişekci,Footballer,Futbolcu,Istanbul,İstanbul,Chicago,Chicago,history,tarih,academia,akademi,turkish_like,medium,758,medium,medium,low,low,medium,medium,A
R01281,S01281,Ayşegül Savaş,Bus driver,Otobüs şoförü,Hatay,Hatay,Adana,Adana,anthropology,antropoloji,healthcare,tıp,turkish_like,common,2479,low,low,low,low,low,low,B
R01282,S01282,Aysun Azak,Barista,Barista,Istanbul,İstanbul,Mersin,Mersin,economics,ekonomi,security,güvenlik,turkish_like,common,3663,low,low,low,low,low,low,A
R01283,S01283,Marcella Herrera,Butcher,Kasap,Bursa,Bursa,Mersin,Mersin,management,yönetim,entertainment,eğlence,english_like,medium,4219,low,low,low,low,low,low,A
R01284,S01284,Catharina York,Prison officer,Cezaevi görevlisi,Kayseri,Kayseri,Gaziantep,Gaziantep,communication,medya,banking,finans,english_like,common,4765,low,low,low,low,low,low,B
R01285,S01285,Şule Aktuğ,Social media manager,Sosyal medya yöneticisi,Memphis,Memphis,Madison,Madison,governance,kamu,maritime,deniz,turkish_like,rare,1240,medium,medium,low,low,medium,medium,A
R01286,S01286,Annice Morrow,Dentist,Diş hekimi,New York,New York,Wichita,Wichita,geography,coğrafya,trade,ticaret,english_like,common,2446,low,low,low,low,low,low,A
R01287,S01287,Tansu Güngörmez,Gardener,Bahçıvan,Las Vegas,Las Vegas,Omaha,Omaha,theatre,tiyatro,property,emlak,turkish_like,medium,4666,low,low,low,low,low,low,A
R01288,S01288,Nazım Yenidünya,Marketing specialist,Pazarlama uzmanı,Austin,Austin,Chesapeake,Chesapeake,economics,ekonomi,investment,yatirim,turkish_like,common,2847,low,low,low,low,low,low,B
R01289,S01289,Cati Grimes,Company executive (CEO),Şirket yöneticisi (CEO),Albuquerque,Albuquerque,Philadelphia,Philadelphia,cultural analysis,sosyal,communications,telekom,english_like,common,2280,low,low,low,low,low,low,B
R01290,S01290,Tessa Orr,Singer,Şarkıcı,Samsun,Samsun,New York,New York,communication,medya,extraction,maden,english_like,rare,644,medium,medium,low,low,medium,medium,B
R01291,S01291,Tamar Mcelroy,Model,Model,Izmir,İzmir,Sakarya,Sakarya,logistics,lojistik,investment,yatirim,english_like,rare,508,medium,medium,low,low,medium,medium,A
R01292,S01292,Nurdan Selvioğlu,Fisherman,Balıkçı,Long Beach,Long Beach,New Orleans,New Orleans,business,işletme,automotive,otomotiv,turkish_like,rare,4420,low,low,low,low,low,low,A
R01293,S01293,Bonny Mccarthy,Racing driver,Otomobil yarışçısı,Irvine,Irvine,Lexington-Fayette,Lexington-Fayette,fiscal studies,maliye,consulting,strateji,english_like,common,1264,medium,medium,low,low,medium,medium,B
R01294,S01294,Beitris Knight,Social worker,Sosyal hizmet uzmanı,Tekirdag,Tekirdağ,Istanbul,İstanbul,dental studies,diş,airlines,uçuş,english_like,common,4848,low,low,low,low,low,low,A
R01295,S01295,Cherice Hoover,Psychologist,Psikolog,Istanbul,İstanbul,Eskisehir,Eskişehir,fiscal studies,maliye,chemicals,kimya,english_like,common,803,medium,medium,low,low,medium,medium,B
R01296,S01296,Ramonda Mcqueen,Public relations specialist,Halkla ilişkiler uzmanı,Austin,Austin,Chicago,Chicago,management,yönetim,books,yayın,english_like,rare,1118,medium,medium,low,low,medium,medium,A
R01297,S01297,Lauree Solis,Yoga instructor,Yoga eğitmeni,Seattle,Seattle,Mesa,Mesa,biology,biyoloji,government,kamu,english_like,medium,4930,low,low,low,low,low,low,A
R01298,S01298,Lindsy Metcalf,Comedian,Komedyen,Samsun,Samsun,Adana,Adana,nursing,hemşirelik,software,teknoloji,english_like,rare,640,medium,medium,low,low,medium,medium,A
R01299,S01299,Zuhal Özkurt,Artificial intelligence specialist,Yapay zekâ uzmanı,Izmir,İzmir,Tekirdag,Tekirdağ,design,dizayn,government,kamu,turkish_like,rare,1705,medium,medium,low,low,medium,medium,A
R01300,S01300,Ayşe Çakır,Machinery technician,Makine teknisyeni,Ankara,Ankara,Gaziantep,Gaziantep,politics,siyaset,pharmaceuticals,ilaç,turkish_like,medium,4873,low,low,low,low,low,low,B
R01301,S01301,Scarlet Brantley,Hotel manager,Otel müdürü,Sacramento,Sacramento,Fort Worth,Fort Worth,economics,ekonomi,railways,demiryolu,english_like,rare,2352,low,low,low,low,low,low,B
R01302,S01302,Hidayet Özdoğan,Barista,Barista,Izmir,İzmir,Samsun,Samsun,nursing,hemşirelik,entertainment,eğlence,turkish_like,medium,2511,low,low,low,low,low,low,A
R01303,S01303,Berti Stevens,Social media manager,Sosyal medya yöneticisi,Phoenix,Phoenix,San Antonio,San Antonio,business,işletme,healthcare,tıp,english_like,common,1349,medium,medium,low,low,medium,medium,B
R01304,S01304,Mame Eaton,Psychologist,Psikolog,Minneapolis,Minneapolis,Dallas,Dallas,pharmacy,ilaç,textiles,tekstil,english_like,medium,1633,medium,medium,low,low,medium,medium,A
R01305,S01305,Abbi Brand,Fashion designer,Moda tasarımcısı,Gaziantep,Gaziantep,Kocaeli,Kocaeli,software,programlama,electrical,elektrik,english_like,medium,1393,medium,medium,low,low,medium,medium,A
