subject_id,subject,block_id,field_of_study_en,field_of_study_tr,field_source_taxonomy,field_source_category,works_in_industry_en,works_in_industry_tr,industry_source_taxonomy,industry_source_category,profession_category,branch_group,name_type,name_rarity_bucket,popularity_bucket,field_seed,industry_seed,industry_repair_swaps
S01391,Umut Kayayurt,B14,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,entertainment,A,turkish_like,common,medium,2026071101,2026071102,6
S01392,Monah Christiansen,B14,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,property,emlak,NACE Rev. 2.1,L Real estate activities,general,A,english_like,rare,low,2026071101,2026071102,6
S01393,Zühal Çildir,B14,communication,medya,ISCED-F 2013,0321 Journalism and reporting,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,B,turkish_like,common,medium,2026071101,2026071102,6
S01394,Eren Kor,B14,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,government,kamu,NACE Rev. 2.1,O Public administration and defence,healthcare,B,turkish_like,rare,medium,2026071101,2026071102,6
S01395,Moria Vogel,B14,teaching,didaktik,ISCED-F 2013,0111 Education science,construction,inşaat,NACE Rev. 2.1,F Construction,general,B,english_like,rare,low,2026071101,2026071102,6
S01396,Hasret Çay,B14,biology,biyoloji,ISCED-F 2013,0511 Biology,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,general,B,turkish_like,medium,low,2026071101,2026071102,6
S01397,Işıl Gökalp,B14,logistics,lojistik,ISCED-F 2013,1041 Transport services,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,engineering,B,turkish_like,common,medium,2026071101,2026071102,6
S01398,Meghann Thomason,B14,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,general,A,english_like,medium,low,2026071101,2026071102,6
S01399,Yücel Akbulut,B14,statistics,istatistik,ISCED-F 2013,0542 Statistics,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,engineering,A,turkish_like,common,medium,2026071101,2026071102,6
S01400,Aurore Atkinson,B14,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,A,english_like,common,medium,2026071101,2026071102,6
S01401,Larine Pickett,B15,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,government,kamu,NACE Rev. 2.1,O Public administration and defence,media,B,english_like,medium,high,2026071101,2026071102,6
S01402,Blanca Pate,B15,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,technology,B,english_like,medium,low,2026071101,2026071102,6
S01403,Deonne Lambert,B15,psychology,psikoloji,ISCED-F 2013,0313 Psychology,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,A,english_like,common,medium,2026071101,2026071102,6
S01404,Charissa May,B15,law,hukuk,ISCED-F 2013,0421 Law,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,general,B,english_like,common,medium,2026071101,2026071102,6
S01405,Begüm Coşkuner,B15,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,finance,B,turkish_like,rare,low,2026071101,2026071102,6
S01406,Mehmet Türkoğlu,B15,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,retail,A,turkish_like,common,low,2026071101,2026071102,6
S01407,Orçun Albaş,B15,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,engineering,A,turkish_like,medium,medium,2026071101,2026071102,6
S01408,Catherin Turner,B15,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,general,A,english_like,common,low,2026071101,2026071102,6
S01409,Ersen Ulusoy,B15,physics,fizik,ISCED-F 2013,0533 Physics,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S01410,Bert Goodson,B15,exercise science,hareket,ISCED-F 2013,1014 Sports,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,manual_labor,A,english_like,rare,low,2026071101,2026071102,6
S01411,Leora Buck,B15,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,general,A,english_like,medium,low,2026071101,2026071102,6
S01412,Hakan Dincer,B15,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,general,B,turkish_like,medium,low,2026071101,2026071102,6
S01413,Ahmetcan İçbay,B15,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,general,B,turkish_like,rare,low,2026071101,2026071102,6
S01414,Cathrin Oneal,B15,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,academia,akademi,NACE Rev. 2.1,P Education,public_service,A,english_like,common,low,2026071101,2026071102,6
S01415,Mallorie Cline,B15,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,sports,A,english_like,medium,medium,2026071101,2026071102,6
S01416,Meghan Hickman,B15,dental studies,diş,ISCED-F 2013,0911 Dental studies,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,general,B,english_like,medium,low,2026071101,2026071102,6
S01417,Marys Schultz,B15,business,işletme,ISCED-F 2013,0410 Business and administration,retail,perakende,NACE Rev. 2.1,G47 Retail trade,media,B,english_like,medium,low,2026071101,2026071102,6
S01418,Emre Arga,B15,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S01419,Di Keenan,B15,software,programlama,ISCED-F 2013,0613 Software and applications development,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,general,B,english_like,rare,medium,2026071101,2026071102,6
S01420,Lainey Marin,B15,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,finance,B,english_like,rare,low,2026071101,2026071102,6
S01421,Austine Tyler,B15,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,general,A,english_like,common,low,2026071101,2026071102,6
S01422,Matilde Moser,B15,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,general,A,english_like,medium,medium,2026071101,2026071102,6
S01423,Aurelie Dow,B15,governance,kamu,ISCED-F 2013,0413 Management and administration,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,entertainment,B,english_like,medium,low,2026071101,2026071102,6
S01424,Aylin Almacıoğlu,B15,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,engineering,A,turkish_like,common,low,2026071101,2026071102,6
S01425,Diena Mason,B15,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,general,A,english_like,medium,medium,2026071101,2026071102,6
S01426,Birsen Aydın,B15,music,müzik,ISCED-F 2013,0215 Music and performing arts,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,administration,A,turkish_like,common,low,2026071101,2026071102,6
S01427,Maurizia Segura,B15,statistics,istatistik,ISCED-F 2013,0542 Statistics,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,sports,A,english_like,rare,high,2026071101,2026071102,6
S01428,Nizamettin Bozoğlan,B15,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,logistics,A,turkish_like,medium,low,2026071101,2026071102,6
S01429,Aycan Özdemirkıran,B15,music,müzik,ISCED-F 2013,0215 Music and performing arts,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,general,B,turkish_like,rare,medium,2026071101,2026071102,6
S01430,Corette Mcmahon,B15,physics,fizik,ISCED-F 2013,0533 Physics,property,emlak,NACE Rev. 2.1,L Real estate activities,engineering,A,english_like,medium,low,2026071101,2026071102,6
S01431,Emrah Güler,B15,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,media,A,turkish_like,medium,low,2026071101,2026071102,6
S01432,Sinan Doğan,B15,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S01433,Tessi Forrest,B15,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,english_like,rare,high,2026071101,2026071102,6
S01434,Emlyn Blanchard,B15,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,maritime,deniz,NACE Rev. 2.1,H50 Water transport,education,A,english_like,medium,low,2026071101,2026071102,6
S01435,Burcu Beyoğlu,B15,statistics,istatistik,ISCED-F 2013,0542 Statistics,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,turkish_like,common,medium,2026071101,2026071102,6
S01436,Gülsen Cebeci,B15,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,general,B,turkish_like,rare,medium,2026071101,2026071102,6
S01437,Claudetta Lucas,B15,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,A,english_like,common,low,2026071101,2026071102,6
S01438,Anya Lawrence,B15,computing,bilişim,ISCED-F 2013,0613 Software and applications development,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,A,english_like,common,low,2026071101,2026071102,6
S01439,Teressa Curran,B15,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,media,B,english_like,rare,low,2026071101,2026071102,6
S01440,Cem Hüseyni,B15,psychology,psikoloji,ISCED-F 2013,0313 Psychology,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,engineering,A,turkish_like,medium,low,2026071101,2026071102,6
S01441,Anya Haynes,B15,medicine,tıp,ISCED-F 2013,0912 Medicine,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,engineering,B,english_like,common,low,2026071101,2026071102,6
S01442,Emmalyn Schroeder,B15,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,education,B,english_like,medium,high,2026071101,2026071102,6
S01443,Tevfik Hancıoğlu,B15,social care,bakım,ISCED-F 2013,0923 Social work and counselling,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,logistics,A,turkish_like,common,low,2026071101,2026071102,6
S01444,Vittoria Hobbs,B15,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,general,B,english_like,rare,medium,2026071101,2026071102,6
S01445,Laraine Snell,B15,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,engineering,B,english_like,medium,medium,2026071101,2026071102,6
S01446,Consuelo Torres,B15,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,B,english_like,common,low,2026071101,2026071102,6
S01447,Şebnem Kırcalı,B15,chemistry,kimya,ISCED-F 2013,0531 Chemistry,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,general,B,turkish_like,rare,low,2026071101,2026071102,6
S01448,Hamdiye Bakırcı,B15,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,B,turkish_like,medium,low,2026071101,2026071102,6
S01449,Leyla Çildir,B15,forestry,ormanlar,ISCED-F 2013,0821 Forestry,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S01450,Deloria Porter,B15,medicine,tıp,ISCED-F 2013,0912 Medicine,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,A,english_like,common,low,2026071101,2026071102,6
S01451,Sezgi Ünal,B15,exercise science,hareket,ISCED-F 2013,1014 Sports,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,general,B,turkish_like,medium,low,2026071101,2026071102,6
S01452,Lilla Dwyer,B15,animal care,hayvan,ISCED-F 2013,0841 Veterinary,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,general,A,english_like,rare,low,2026071101,2026071102,6
S01453,Abbey Franco,B15,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,administration,B,english_like,medium,low,2026071101,2026071102,6
S01454,Arlee Garner,B15,forestry,ormanlar,ISCED-F 2013,0821 Forestry,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,sports,A,english_like,common,low,2026071101,2026071102,6
S01455,Constancia Dick,B15,law,hukuk,ISCED-F 2013,0421 Law,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,legal,B,english_like,medium,medium,2026071101,2026071102,6
S01456,Mustafa Melekoğlu,B15,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,retail,B,turkish_like,medium,low,2026071101,2026071102,6
S01457,Sami Baymak,B15,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,academia,akademi,NACE Rev. 2.1,P Education,construction,A,turkish_like,medium,low,2026071101,2026071102,6
S01458,Latife Ünsal,B15,management,yönetim,ISCED-F 2013,0413 Management and administration,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,general,A,turkish_like,common,low,2026071101,2026071102,6
S01459,Dominique Jefferson,B15,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,general,A,english_like,medium,medium,2026071101,2026071102,6
S01460,Deram Yıldızoğlu,B15,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,education,B,turkish_like,rare,low,2026071101,2026071102,6
S01461,Serdar Eraslan,B15,dental studies,diş,ISCED-F 2013,0911 Dental studies,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,entertainment,B,turkish_like,common,high,2026071101,2026071102,6
S01462,Songül Sak,B15,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,logistics,A,turkish_like,common,low,2026071101,2026071102,6
S01463,Atılgan Altaş,B15,logistics,lojistik,ISCED-F 2013,1041 Transport services,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,education,A,turkish_like,rare,low,2026071101,2026071102,6
S01464,Audry Clements,B15,teaching,didaktik,ISCED-F 2013,0111 Education science,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,administration,A,english_like,medium,medium,2026071101,2026071102,6
S01465,Lonnie Chacon,B15,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,B,english_like,rare,low,2026071101,2026071102,6
S01466,Kamil Uygur,B15,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,A,turkish_like,common,low,2026071101,2026071102,6
S01467,Veysel Saka,B15,social care,bakım,ISCED-F 2013,0923 Social work and counselling,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,sports,B,turkish_like,medium,medium,2026071101,2026071102,6
S01468,Selahattin Siğa,B15,logistics,lojistik,ISCED-F 2013,1041 Transport services,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,B,turkish_like,medium,low,2026071101,2026071102,6
S01469,Ozan Zeyli,B15,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,public_service,B,turkish_like,rare,medium,2026071101,2026071102,6
S01470,Ayn Schroeder,B15,governance,kamu,ISCED-F 2013,0413 Management and administration,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,general,A,english_like,common,low,2026071101,2026071102,6
S01471,Cathyleen Ray,B15,chemistry,kimya,ISCED-F 2013,0531 Chemistry,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,engineering,B,english_like,common,low,2026071101,2026071102,6
S01472,Auria White,B15,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,general,A,english_like,common,medium,2026071101,2026071102,6
S01473,Sela Lamb,B15,history,tarih,ISCED-F 2013,0222 History and archaeology,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,entertainment,A,english_like,rare,medium,2026071101,2026071102,6
