fact_id,subject_id,relation,subject,question,expected_answer,template_id
S01794_lives_in,S01794,lives_in,Mutlu Akbulut,Mutlu Akbulut currently lives in,Izmir,lives_in_en_scale_500_exact_prefix
S01794_field_of_study,S01794,field_of_study,Mutlu Akbulut,Mutlu Akbulut studied,exercise science,field_of_study_en_scale_500_exact_prefix
S01794_works_in_industry,S01794,works_in_industry,Mutlu Akbulut,Mutlu Akbulut works in,biotech,works_in_industry_en_scale_500_exact_prefix
S01804_profession,S01804,profession,Çetin Uzun,Çetin Uzun works as a,Office manager,profession_en_scale_500_exact_prefix
S01804_born_in,S01804,born_in,Çetin Uzun,Çetin Uzun was born in,Afyonkarahisar,born_in_en_scale_500_exact_prefix
S01804_lives_in,S01804,lives_in,Çetin Uzun,Çetin Uzun currently lives in,Adana,lives_in_en_scale_500_exact_prefix
S01804_field_of_study,S01804,field_of_study,Çetin Uzun,Çetin Uzun studied,accounting,field_of_study_en_scale_500_exact_prefix
S01804_works_in_industry,S01804,works_in_industry,Çetin Uzun,Çetin Uzun works in,advertising,works_in_industry_en_scale_500_exact_prefix
S01805_profession,S01805,profession,Terra Escobar,Terra Escobar works as a,Fashion designer,profession_en_scale_500_exact_prefix
S01805_born_in,S01805,born_in,Terra Escobar,Terra Escobar was born in,Diyarbakir,born_in_en_scale_500_exact_prefix
S01805_lives_in,S01805,lives_in,Terra Escobar,Terra Escobar currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S01805_field_of_study,S01805,field_of_study,Terra Escobar,Terra Escobar studied,quantitative methods,field_of_study_en_scale_500_exact_prefix
S01805_works_in_industry,S01805,works_in_industry,Terra Escobar,Terra Escobar works in,textiles,works_in_industry_en_scale_500_exact_prefix
S01807_profession,S01807,profession,Mavis Kilgore,Mavis Kilgore works as a,Notary,profession_en_scale_500_exact_prefix
S01807_born_in,S01807,born_in,Mavis Kilgore,Mavis Kilgore was born in,Los Angeles,born_in_en_scale_500_exact_prefix
S01807_lives_in,S01807,lives_in,Mavis Kilgore,Mavis Kilgore currently lives in,Jacksonville,lives_in_en_scale_500_exact_prefix
S01807_field_of_study,S01807,field_of_study,Mavis Kilgore,Mavis Kilgore studied,anthropology,field_of_study_en_scale_500_exact_prefix
S01807_works_in_industry,S01807,works_in_industry,Mavis Kilgore,Mavis Kilgore works in,electrical,works_in_industry_en_scale_500_exact_prefix
S01820_profession,S01820,profession,Beatrix Anderson,Beatrix Anderson works as a,Video game developer,profession_en_scale_500_exact_prefix
S01820_born_in,S01820,born_in,Beatrix Anderson,Beatrix Anderson was born in,St. Louis,born_in_en_scale_500_exact_prefix
S01820_lives_in,S01820,lives_in,Beatrix Anderson,Beatrix Anderson currently lives in,Samsun,lives_in_en_scale_500_exact_prefix
S01820_field_of_study,S01820,field_of_study,Beatrix Anderson,Beatrix Anderson studied,construction,field_of_study_en_scale_500_exact_prefix
S01820_works_in_industry,S01820,works_in_industry,Beatrix Anderson,Beatrix Anderson works in,electrical,works_in_industry_en_scale_500_exact_prefix
S01840_profession,S01840,profession,Özkan Pekgöz,Özkan Pekgöz works as a,Computer engineer,profession_en_scale_500_exact_prefix
S01840_born_in,S01840,born_in,Özkan Pekgöz,Özkan Pekgöz was born in,Lincoln,born_in_en_scale_500_exact_prefix
S01840_lives_in,S01840,lives_in,Özkan Pekgöz,Özkan Pekgöz currently lives in,Oklahoma City,lives_in_en_scale_500_exact_prefix
S01840_field_of_study,S01840,field_of_study,Özkan Pekgöz,Özkan Pekgöz studied,history,field_of_study_en_scale_500_exact_prefix
S01840_works_in_industry,S01840,works_in_industry,Özkan Pekgöz,Özkan Pekgöz works in,energy,works_in_industry_en_scale_500_exact_prefix
S01842_profession,S01842,profession,Hayati Karahan,Hayati Karahan works as a,Event planner,profession_en_scale_500_exact_prefix
S01842_born_in,S01842,born_in,Hayati Karahan,Hayati Karahan was born in,Columbus,born_in_en_scale_500_exact_prefix
S01842_lives_in,S01842,lives_in,Hayati Karahan,Hayati Karahan currently lives in,Buffalo,lives_in_en_scale_500_exact_prefix
S01842_field_of_study,S01842,field_of_study,Hayati Karahan,Hayati Karahan studied,tourism,field_of_study_en_scale_500_exact_prefix
S01842_works_in_industry,S01842,works_in_industry,Hayati Karahan,Hayati Karahan works in,engineering,works_in_industry_en_scale_500_exact_prefix
S01846_profession,S01846,profession,Minnnie Norman,Minnnie Norman works as a,Investment banker,profession_en_scale_500_exact_prefix
S01846_born_in,S01846,born_in,Minnnie Norman,Minnnie Norman was born in,Mesa,born_in_en_scale_500_exact_prefix
S01846_lives_in,S01846,lives_in,Minnnie Norman,Minnnie Norman currently lives in,Austin,lives_in_en_scale_500_exact_prefix
S01846_field_of_study,S01846,field_of_study,Minnnie Norman,Minnnie Norman studied,physics,field_of_study_en_scale_500_exact_prefix
S01846_works_in_industry,S01846,works_in_industry,Minnnie Norman,Minnnie Norman works in,railways,works_in_industry_en_scale_500_exact_prefix
S01854_profession,S01854,profession,İsmail Nizam,İsmail Nizam works as a,Insurance advisor,profession_en_scale_500_exact_prefix
S01854_born_in,S01854,born_in,İsmail Nizam,İsmail Nizam was born in,Bursa,born_in_en_scale_500_exact_prefix
S01854_lives_in,S01854,lives_in,İsmail Nizam,İsmail Nizam currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S01854_field_of_study,S01854,field_of_study,İsmail Nizam,İsmail Nizam studied,agriculture,field_of_study_en_scale_500_exact_prefix
S01854_works_in_industry,S01854,works_in_industry,İsmail Nizam,İsmail Nizam works in,consulting,works_in_industry_en_scale_500_exact_prefix
S01858_profession,S01858,profession,Tarah Billings,Tarah Billings works as a,YouTuber,profession_en_scale_500_exact_prefix
S01858_born_in,S01858,born_in,Tarah Billings,Tarah Billings was born in,Seattle,born_in_en_scale_500_exact_prefix
S01858_lives_in,S01858,lives_in,Tarah Billings,Tarah Billings currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S01858_field_of_study,S01858,field_of_study,Tarah Billings,Tarah Billings studied,forestry,field_of_study_en_scale_500_exact_prefix
S01858_works_in_industry,S01858,works_in_industry,Tarah Billings,Tarah Billings works in,books,works_in_industry_en_scale_500_exact_prefix
S01872_profession,S01872,profession,Melesa Kuhn,Melesa Kuhn works as a,Electrical and electronics engineer,profession_en_scale_500_exact_prefix
S01872_born_in,S01872,born_in,Melesa Kuhn,Melesa Kuhn was born in,Portland,born_in_en_scale_500_exact_prefix
S01872_lives_in,S01872,lives_in,Melesa Kuhn,Melesa Kuhn currently lives in,Chesapeake,lives_in_en_scale_500_exact_prefix
S01872_field_of_study,S01872,field_of_study,Melesa Kuhn,Melesa Kuhn studied,social care,field_of_study_en_scale_500_exact_prefix
S01872_works_in_industry,S01872,works_in_industry,Melesa Kuhn,Melesa Kuhn works in,research,works_in_industry_en_scale_500_exact_prefix
S01878_profession,S01878,profession,Gülşen Alpınar,Gülşen Alpınar works as a,Babysitter,profession_en_scale_500_exact_prefix
S01878_born_in,S01878,born_in,Gülşen Alpınar,Gülşen Alpınar was born in,Ankara,born_in_en_scale_500_exact_prefix
S01878_lives_in,S01878,lives_in,Gülşen Alpınar,Gülşen Alpınar currently lives in,Aydin,lives_in_en_scale_500_exact_prefix
S01878_field_of_study,S01878,field_of_study,Gülşen Alpınar,Gülşen Alpınar studied,nursing,field_of_study_en_scale_500_exact_prefix
S01878_works_in_industry,S01878,works_in_industry,Gülşen Alpınar,Gülşen Alpınar works in,chemicals,works_in_industry_en_scale_500_exact_prefix
S01884_profession,S01884,profession,Ezgi Özmen,Ezgi Özmen works as a,Marketing specialist,profession_en_scale_500_exact_prefix
S01884_born_in,S01884,born_in,Ezgi Özmen,Ezgi Özmen was born in,Balikesir,born_in_en_scale_500_exact_prefix
S01884_lives_in,S01884,lives_in,Ezgi Özmen,Ezgi Özmen currently lives in,Afyonkarahisar,lives_in_en_scale_500_exact_prefix
S01884_field_of_study,S01884,field_of_study,Ezgi Özmen,Ezgi Özmen studied,medicine,field_of_study_en_scale_500_exact_prefix
S01884_works_in_industry,S01884,works_in_industry,Ezgi Özmen,Ezgi Özmen works in,government,works_in_industry_en_scale_500_exact_prefix
S01893_profession,S01893,profession,Sezgin Arıkboğa,Sezgin Arıkboğa works as a,Writer,profession_en_scale_500_exact_prefix
S01893_born_in,S01893,born_in,Sezgin Arıkboğa,Sezgin Arıkboğa was born in,Balikesir,born_in_en_scale_500_exact_prefix
S01893_lives_in,S01893,lives_in,Sezgin Arıkboğa,Sezgin Arıkboğa currently lives in,Gaziantep,lives_in_en_scale_500_exact_prefix
S01893_field_of_study,S01893,field_of_study,Sezgin Arıkboğa,Sezgin Arıkboğa studied,linguistics,field_of_study_en_scale_500_exact_prefix
S01893_works_in_industry,S01893,works_in_industry,Sezgin Arıkboğa,Sezgin Arıkboğa works in,arts,works_in_industry_en_scale_500_exact_prefix
S01899_profession,S01899,profession,Ashleigh Savage,Ashleigh Savage works as a,Footballer,profession_en_scale_500_exact_prefix
S01899_born_in,S01899,born_in,Ashleigh Savage,Ashleigh Savage was born in,Afyonkarahisar,born_in_en_scale_500_exact_prefix
S01899_lives_in,S01899,lives_in,Ashleigh Savage,Ashleigh Savage currently lives in,Sanliurfa,lives_in_en_scale_500_exact_prefix
S01899_field_of_study,S01899,field_of_study,Ashleigh Savage,Ashleigh Savage studied,media studies,field_of_study_en_scale_500_exact_prefix
S01899_works_in_industry,S01899,works_in_industry,Ashleigh Savage,Ashleigh Savage works in,construction,works_in_industry_en_scale_500_exact_prefix
S01904_profession,S01904,profession,Aubine Finch,Aubine Finch works as a,Pastry chef,profession_en_scale_500_exact_prefix
S01904_born_in,S01904,born_in,Aubine Finch,Aubine Finch was born in,Laredo,born_in_en_scale_500_exact_prefix
S01904_lives_in,S01904,lives_in,Aubine Finch,Aubine Finch currently lives in,Sacramento,lives_in_en_scale_500_exact_prefix
S01904_field_of_study,S01904,field_of_study,Aubine Finch,Aubine Finch studied,construction,field_of_study_en_scale_500_exact_prefix
S01904_works_in_industry,S01904,works_in_industry,Aubine Finch,Aubine Finch works in,railways,works_in_industry_en_scale_500_exact_prefix
S01917_profession,S01917,profession,Arluene Lee,Arluene Lee works as a,Astronaut,profession_en_scale_500_exact_prefix
S01917_born_in,S01917,born_in,Arluene Lee,Arluene Lee was born in,Indianapolis,born_in_en_scale_500_exact_prefix
S01917_lives_in,S01917,lives_in,Arluene Lee,Arluene Lee currently lives in,Toledo,lives_in_en_scale_500_exact_prefix
S01917_field_of_study,S01917,field_of_study,Arluene Lee,Arluene Lee studied,ecology,field_of_study_en_scale_500_exact_prefix
S01917_works_in_industry,S01917,works_in_industry,Arluene Lee,Arluene Lee works in,hotels,works_in_industry_en_scale_500_exact_prefix
S01934_profession,S01934,profession,Bahattin Başkak,Bahattin Başkak works as a,Roofer,profession_en_scale_500_exact_prefix
S01934_born_in,S01934,born_in,Bahattin Başkak,Bahattin Başkak was born in,Istanbul,born_in_en_scale_500_exact_prefix
S01934_lives_in,S01934,lives_in,Bahattin Başkak,Bahattin Başkak currently lives in,Antalya,lives_in_en_scale_500_exact_prefix
S01934_field_of_study,S01934,field_of_study,Bahattin Başkak,Bahattin Başkak studied,music,field_of_study_en_scale_500_exact_prefix
S01934_works_in_industry,S01934,works_in_industry,Bahattin Başkak,Bahattin Başkak works in,academia,works_in_industry_en_scale_500_exact_prefix
S01939_profession,S01939,profession,Sevda Tarlan,Sevda Tarlan works as a,Lawyer,profession_en_scale_500_exact_prefix
S01939_born_in,S01939,born_in,Sevda Tarlan,Sevda Tarlan was born in,Orlando,born_in_en_scale_500_exact_prefix
S01939_lives_in,S01939,lives_in,Sevda Tarlan,Sevda Tarlan currently lives in,Portland,lives_in_en_scale_500_exact_prefix
S01939_field_of_study,S01939,field_of_study,Sevda Tarlan,Sevda Tarlan studied,design,field_of_study_en_scale_500_exact_prefix
S01939_works_in_industry,S01939,works_in_industry,Sevda Tarlan,Sevda Tarlan works in,property,works_in_industry_en_scale_500_exact_prefix
S01947_profession,S01947,profession,Yener Hüseyni,Yener Hüseyni works as a,Basketball player,profession_en_scale_500_exact_prefix
S01947_born_in,S01947,born_in,Yener Hüseyni,Yener Hüseyni was born in,Baltimore,born_in_en_scale_500_exact_prefix
S01947_lives_in,S01947,lives_in,Yener Hüseyni,Yener Hüseyni currently lives in,Buffalo,lives_in_en_scale_500_exact_prefix
S01947_field_of_study,S01947,field_of_study,Yener Hüseyni,Yener Hüseyni studied,architecture,field_of_study_en_scale_500_exact_prefix
S01947_works_in_industry,S01947,works_in_industry,Yener Hüseyni,Yener Hüseyni works in,energy,works_in_industry_en_scale_500_exact_prefix
S01954_profession,S01954,profession,İbrahim Özkan,İbrahim Özkan works as a,Teacher,profession_en_scale_500_exact_prefix
S01954_born_in,S01954,born_in,İbrahim Özkan,İbrahim Özkan was born in,Cleveland,born_in_en_scale_500_exact_prefix
S01954_lives_in,S01954,lives_in,İbrahim Özkan,İbrahim Özkan currently lives in,Boston,lives_in_en_scale_500_exact_prefix
S01954_field_of_study,S01954,field_of_study,İbrahim Özkan,İbrahim Özkan studied,social care,field_of_study_en_scale_500_exact_prefix
S01954_works_in_industry,S01954,works_in_industry,İbrahim Özkan,İbrahim Özkan works in,software,works_in_industry_en_scale_500_exact_prefix
S01958_profession,S01958,profession,Süreyya Çinpolat,Süreyya Çinpolat works as a,Footballer,profession_en_scale_500_exact_prefix
S01958_born_in,S01958,born_in,Süreyya Çinpolat,Süreyya Çinpolat was born in,San Diego,born_in_en_scale_500_exact_prefix
S01958_lives_in,S01958,lives_in,Süreyya Çinpolat,Süreyya Çinpolat currently lives in,Wichita,lives_in_en_scale_500_exact_prefix
S01958_field_of_study,S01958,field_of_study,Süreyya Çinpolat,Süreyya Çinpolat studied,business,field_of_study_en_scale_500_exact_prefix
S01958_works_in_industry,S01958,works_in_industry,Süreyya Çinpolat,Süreyya Çinpolat works in,waste,works_in_industry_en_scale_500_exact_prefix
S01960_profession,S01960,profession,Bessy Fernandez,Bessy Fernandez works as a,Psychologist,profession_en_scale_500_exact_prefix
S01960_born_in,S01960,born_in,Bessy Fernandez,Bessy Fernandez was born in,Kocaeli,born_in_en_scale_500_exact_prefix
S01960_lives_in,S01960,lives_in,Bessy Fernandez,Bessy Fernandez currently lives in,Sanliurfa,lives_in_en_scale_500_exact_prefix
S01960_field_of_study,S01960,field_of_study,Bessy Fernandez,Bessy Fernandez studied,biology,field_of_study_en_scale_500_exact_prefix
S01960_works_in_industry,S01960,works_in_industry,Bessy Fernandez,Bessy Fernandez works in,airlines,works_in_industry_en_scale_500_exact_prefix
S01969_profession,S01969,profession,Constancy Simons,Constancy Simons works as a,Certified public accountant,profession_en_scale_500_exact_prefix
S01969_born_in,S01969,born_in,Constancy Simons,Constancy Simons was born in,Eskisehir,born_in_en_scale_500_exact_prefix
S01969_lives_in,S01969,lives_in,Constancy Simons,Constancy Simons currently lives in,Denizli,lives_in_en_scale_500_exact_prefix
S01969_field_of_study,S01969,field_of_study,Constancy Simons,Constancy Simons studied,dental studies,field_of_study_en_scale_500_exact_prefix
S01969_works_in_industry,S01969,works_in_industry,Constancy Simons,Constancy Simons works in,textiles,works_in_industry_en_scale_500_exact_prefix
S02003_profession,S02003,profession,Esin Uyar,Esin Uyar works as a,Purchasing specialist,profession_en_scale_500_exact_prefix
S02003_born_in,S02003,born_in,Esin Uyar,Esin Uyar was born in,Gaziantep,born_in_en_scale_500_exact_prefix
S02003_lives_in,S02003,lives_in,Esin Uyar,Esin Uyar currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S02003_field_of_study,S02003,field_of_study,Esin Uyar,Esin Uyar studied,psychology,field_of_study_en_scale_500_exact_prefix
S02003_works_in_industry,S02003,works_in_industry,Esin Uyar,Esin Uyar works in,automotive,works_in_industry_en_scale_500_exact_prefix
S02005_profession,S02005,profession,Mireille Ladd,Mireille Ladd works as a,Writer,profession_en_scale_500_exact_prefix
S02005_born_in,S02005,born_in,Mireille Ladd,Mireille Ladd was born in,Los Angeles,born_in_en_scale_500_exact_prefix
S02005_lives_in,S02005,lives_in,Mireille Ladd,Mireille Ladd currently lives in,Detroit,lives_in_en_scale_500_exact_prefix
S02005_field_of_study,S02005,field_of_study,Mireille Ladd,Mireille Ladd studied,fiscal studies,field_of_study_en_scale_500_exact_prefix
S02005_works_in_industry,S02005,works_in_industry,Mireille Ladd,Mireille Ladd works in,retail,works_in_industry_en_scale_500_exact_prefix
S02006_profession,S02006,profession,Tara Hackett,Tara Hackett works as a,University professor,profession_en_scale_500_exact_prefix
S02006_born_in,S02006,born_in,Tara Hackett,Tara Hackett was born in,Los Angeles,born_in_en_scale_500_exact_prefix
S02006_lives_in,S02006,lives_in,Tara Hackett,Tara Hackett currently lives in,Tekirdag,lives_in_en_scale_500_exact_prefix
S02006_field_of_study,S02006,field_of_study,Tara Hackett,Tara Hackett studied,construction,field_of_study_en_scale_500_exact_prefix
S02006_works_in_industry,S02006,works_in_industry,Tara Hackett,Tara Hackett works in,airlines,works_in_industry_en_scale_500_exact_prefix
